As Of;Currency;NAV;Securities In Issue;Net Assets;Fund Return Series;Benchmark Return Series
30/Aug/2023;EUR;5,26;54.063.232,00;284.158.937,74;105,11;107,13
29/Aug/2023;EUR;5,25;54.063.232,00;283.995.572,84;105,05;107,06
25/Aug/2023;EUR;5,25;54.063.232,00;283.571.700,80;104,89;106,86
24/Aug/2023;EUR;5,25;53.939.755,00;282.938.075,02;104,90;106,86
23/Aug/2023;EUR;5,24;53.939.755,00;282.460.788,02;104,72;106,72
22/Aug/2023;EUR;5,23;53.939.755,00;282.202.435,05;104,63;106,62
21/Aug/2023;EUR;5,23;53.868.600,00;281.707.406,13;104,58;106,57
18/Aug/2023;EUR;5,23;53.868.600,00;281.779.190,87;104,61;106,57
17/Aug/2023;EUR;5,24;53.835.129,00;281.835.186,28;104,69;106,66
16/Aug/2023;EUR;5,24;53.835.129,00;282.193.946,72;104,83;106,82
15/Aug/2023;EUR;5,24;53.835.129,00;282.292.905,90;104,86;106,85
14/Aug/2023;EUR;5,25;53.835.129,00;282.458.985,24;104,92;106,91
11/Aug/2023;EUR;5,25;53.779.343,00;282.173.401,37;104,93;106,89
10/Aug/2023;EUR;5,24;53.779.343,00;282.070.116,97;104,89;106,84
09/Aug/2023;EUR;5,24;53.779.343,00;281.877.518,97;104,82;106,80
08/Aug/2023;EUR;5,24;53.779.343,00;281.687.078,39;104,75;106,72
07/Aug/2023;EUR;5,24;53.779.343,00;281.674.552,59;104,74;106,71
04/Aug/2023;EUR;5,23;53.779.343,00;281.527.313,49;104,69;106,63
03/Aug/2023;EUR;5,24;53.779.343,00;281.574.052,65;104,70;106,65
02/Aug/2023;EUR;5,24;53.779.343,00;281.923.145,61;104,83;106,81
01/Aug/2023;EUR;5,25;53.757.131,00;282.003.452,67;104,91;106,88
31/Jul/2023;EUR;5,24;53.720.504,00;281.338.916,02;104,73;106,70
28/Jul/2023;EUR;5,24;53.660.504,00;280.925.084,91;104,69;106,64
27/Jul/2023;EUR;5,23;53.494.350,00;279.864.265,23;104,62;106,56
26/Jul/2023;EUR;5,22;53.494.350,00;279.324.144,45;104,42;106,38
25/Jul/2023;EUR;5,22;53.494.350,00;279.298.475,35;104,41;106,37
24/Jul/2023;EUR;5,22;53.494.350,00;279.233.924,49;104,39;106,34
21/Jul/2023;EUR;5,22;53.427.536,00;278.754.207,04;104,34;106,26
20/Jul/2023;EUR;5,22;53.427.536,00;278.838.099,36;104,37;106,29
19/Jul/2023;EUR;5,22;53.427.536,00;278.633.167,52;104,29;106,24
18/Jul/2023;EUR;5,21;53.492.536,00;278.616.133,77;104,16;106,10
17/Jul/2023;EUR;5,21;53.541.169,00;278.743.675,36;104,11;106,05
14/Jul/2023;EUR;5,22;53.541.169,00;279.221.129,88;104,29;106,20
13/Jul/2023;EUR;5,21;53.541.169,00;278.960.040,91;104,19;106,10
12/Jul/2023;EUR;5,19;53.621.170,00;278.371.313,44;103,82;105,74
11/Jul/2023;EUR;5,18;53.742.754,00;278.268.386,96;103,54;105,46
10/Jul/2023;EUR;5,18;53.742.754,00;278.183.009,95;103,51;105,43
07/Jul/2023;EUR;5,18;53.742.754,00;278.364.733,79;103,58;105,46
06/Jul/2023;EUR;5,19;53.742.754,00;278.765.780,83;103,73;105,61
05/Jul/2023;EUR;5,20;53.742.754,00;279.358.290,79;--;--
04/Jul/2023;EUR;5,20;53.820.915,00;279.838.979,00;103,98;105,89
03/Jul/2023;EUR;5,20;53.800.915,00;279.582.321,56;103,92;105,83
30/Jun/2023;EUR;5,19;53.640.915,00;278.416.478,69;103,80;105,69
29/Jun/2023;EUR;5,19;53.640.915,00;278.265.888,18;103,74;105,63
28/Jun/2023;EUR;5,19;53.910.915,00;279.622.300,63;103,72;105,63
27/Jun/2023;EUR;5,19;53.910.915,00;279.585.572,48;103,71;105,61
26/Jun/2023;EUR;5,19;53.510.915,00;277.756.676,74;103,80;105,70
23/Jun/2023;EUR;5,20;55.459.881,00;288.171.163,26;103,91;105,77
22/Jun/2023;EUR;5,20;55.684.883,00;289.308.778,33;103,90;105,75
21/Jun/2023;EUR;5,21;55.774.883,00;290.472.328,54;104,15;106,02
20/Jun/2023;EUR;5,22;55.774.883,00;291.015.031,23;104,34;106,22
19/Jun/2023;EUR;5,22;55.774.883,00;291.292.261,80;104,44;106,32
16/Jun/2023;EUR;5,22;56.859.194,00;296.923.928,63;104,43;106,28
15/Jun/2023;EUR;5,22;56.971.706,00;297.234.867,67;104,33;106,18
14/Jun/2023;EUR;5,22;56.971.706,00;297.522.423,06;104,43;106,30
13/Jun/2023;EUR;5,22;56.971.706,00;297.306.257,15;104,36;106,23
12/Jun/2023;EUR;5,21;56.971.706,00;297.048.846,88;104,27;106,13
09/Jun/2023;EUR;5,21;56.759.927,00;295.498.494,55;104,11;105,94
08/Jun/2023;EUR;5,20;56.658.195,00;294.742.591,44;104,03;105,85
07/Jun/2023;EUR;5,20;56.821.731,00;295.382.703,62;103,96;105,80
06/Jun/2023;EUR;5,19;56.879.731,00;295.303.864,95;103,82;105,66
05/Jun/2023;EUR;5,19;56.879.731,00;294.986.163,80;103,71;105,54
02/Jun/2023;EUR;5,18;56.879.731,00;294.579.024,84;103,57;105,36
01/Jun/2023;EUR;5,17;56.922.893,00;294.282.526,81;103,39;105,17
31/May/2023;EUR;5,17;56.922.893,00;294.088.482,39;103,32;105,15
30/May/2023;EUR;5,16;56.129.450,00;289.786.792,82;103,25;105,11
26/May/2023;EUR;5,16;56.129.450,00;289.375.349,62;103,10;104,92
25/May/2023;EUR;5,16;56.289.437,00;290.214.428,68;103,10;104,93
24/May/2023;EUR;5,16;56.089.437,00;289.325.787,33;103,16;105,02
23/May/2023;EUR;5,17;55.992.611,00;289.316.184,25;103,33;105,20
22/May/2023;EUR;5,17;55.892.599,00;288.899.027,12;103,37;105,24
19/May/2023;EUR;5,16;55.807.599,00;288.180.996,32;103,27;105,11
18/May/2023;EUR;5,16;55.807.599,00;287.840.824,66;103,14;104,99
17/May/2023;EUR;5,15;56.259.202,00;289.840.559,83;103,03;104,89
16/May/2023;EUR;5,15;54.319.202,00;279.914.658,19;103,05;104,92
15/May/2023;EUR;5,15;53.672.216,00;276.479.073,53;103,01;104,88
12/May/2023;EUR;5,15;53.672.216,00;276.467.215,86;103,01;104,84
11/May/2023;EUR;5,15;53.672.216,00;276.351.233,70;102,97;104,79
10/May/2023;EUR;5,14;53.672.216,00;276.040.261,31;102,85;104,70
09/May/2023;EUR;5,14;52.850.242,00;271.763.728,80;102,83;104,67
05/May/2023;EUR;5,14;52.850.242,00;271.701.314,61;102,81;104,61
04/May/2023;EUR;5,14;52.810.242,00;271.401.441,31;102,77;104,57
03/May/2023;EUR;5,14;52.770.242,00;271.218.119,08;102,78;104,61
02/May/2023;EUR;5,14;52.770.242,00;271.220.353,23;102,78;104,61
28/Apr/2023;EUR;5,13;52.770.242,00;270.846.237,16;102,64;104,39
27/Apr/2023;EUR;5,12;52.770.242,00;270.373.329,70;102,46;104,21
26/Apr/2023;EUR;5,12;52.770.242,00;270.134.876,65;102,37;104,16
25/Apr/2023;EUR;5,13;52.770.242,00;270.574.842,67;102,54;104,33
24/Apr/2023;EUR;5,13;52.770.242,00;270.625.816,36;102,56;104,34
21/Apr/2023;EUR;5,13;52.770.242,00;270.811.413,24;102,63;104,38
20/Apr/2023;EUR;5,13;52.770.242,00;270.923.616,87;102,67;104,43
19/Apr/2023;EUR;5,14;52.770.242,00;271.182.377,50;102,77;104,55
18/Apr/2023;EUR;5,14;52.770.242,00;271.348.045,19;102,83;104,61
17/Apr/2023;EUR;5,14;52.770.242,00;271.140.745,47;102,75;104,53
14/Apr/2023;EUR;5,14;52.770.242,00;271.078.047,58;102,73;104,48
13/Apr/2023;EUR;5,13;52.770.242,00;270.932.272,48;102,67;104,42
12/Apr/2023;EUR;5,13;52.770.242,00;270.626.260,45;102,56;104,33
11/Apr/2023;EUR;5,12;52.770.242,00;270.435.574,06;102,48;104,25
06/Apr/2023;EUR;5,12;52.770.242,00;270.374.527,12;102,46;104,17
05/Apr/2023;EUR;5,12;52.770.242,00;270.442.682,96;102,49;104,19
04/Apr/2023;EUR;5,13;52.648.501,00;269.991.788,92;102,55;104,31
03/Apr/2023;EUR;5,12;52.624.166,00;269.583.685,70;102,45;104,20
31/Mar/2023;EUR;5,12;52.644.547,00;269.383.124,06;102,33;104,06
30/Mar/2023;EUR;5,11;52.644.547,00;269.174.485,76;102,25;103,98
29/Mar/2023;EUR;5,09;52.644.547,00;268.182.268,45;101,87;103,61
28/Mar/2023;EUR;5,08;52.644.547,00;267.658.700,80;101,67;103,40
27/Mar/2023;EUR;5,08;52.994.547,00;269.120.429,80;101,55;103,28
24/Mar/2023;EUR;5,07;56.994.547,00;289.175.043,44;101,46;103,16
23/Mar/2023;EUR;5,08;57.169.547,00;290.559.814,52;101,64;103,34
22/Mar/2023;EUR;5,08;57.109.275,00;289.985.467,26;101,54;103,27
21/Mar/2023;EUR;5,07;58.274.074,00;295.276.585,60;101,33;103,05
20/Mar/2023;EUR;5,02;58.317.077,00;293.035.302,66;100,49;102,20
17/Mar/2023;EUR;5,06;58.317.077,00;294.944.506,99;101,14;102,84
16/Mar/2023;EUR;5,06;58.317.077,00;295.026.732,25;101,17;102,87
15/Mar/2023;EUR;5,06;58.653.122,00;297.026.248,65;101,27;103,00
14/Mar/2023;EUR;5,08;58.783.122,00;298.466.649,40;101,54;103,27
13/Mar/2023;EUR;5,08;63.778.129,00;324.175.159,12;101,65;103,38
10/Mar/2023;EUR;5,10;63.778.129,00;325.549.873,05;102,08;103,80
09/Mar/2023;EUR;5,12;63.778.129,00;326.684.146,73;102,43;104,16
08/Mar/2023;EUR;5,13;63.652.243,00;326.265.619,69;102,50;104,25
07/Mar/2023;EUR;5,13;63.569.076,00;326.009.294,53;102,56;104,30
06/Mar/2023;EUR;5,12;63.651.698,00;325.879.609,12;102,38;104,12
03/Mar/2023;EUR;5,10;63.651.698,00;324.727.851,78;102,02;103,72
02/Mar/2023;EUR;5,10;63.651.698,00;324.430.223,45;101,93;103,62
01/Mar/2023;EUR;5,11;63.847.866,00;326.012.561,11;102,11;103,83
28/Feb/2023;EUR;5,11;63.847.866,00;326.130.277,19;102,15;103,87
27/Feb/2023;EUR;5,12;63.747.866,00;326.171.161,54;102,32;104,04
24/Feb/2023;EUR;5,12;63.747.866,00;326.233.999,74;102,34;104,05
23/Feb/2023;EUR;5,12;63.747.866,00;326.259.723,28;102,35;104,06
22/Feb/2023;EUR;5,11;63.747.866,00;325.554.578,30;102,13;103,85
21/Feb/2023;EUR;5,12;63.216.647,00;323.905.214,83;102,46;104,19
20/Feb/2023;EUR;5,14;63.216.647,00;324.799.778,50;102,75;104,47
17/Feb/2023;EUR;5,14;63.216.647,00;324.893.877,34;102,78;104,47
16/Feb/2023;EUR;5,15;63.216.647,00;325.473.061,32;102,96;104,65
15/Feb/2023;EUR;5,14;62.730.646,00;322.739.862,92;102,89;104,60
14/Feb/2023;EUR;5,15;62.998.146,00;324.319.583,85;102,95;104,67
13/Feb/2023;EUR;5,15;62.998.146,00;324.479.013,73;103,00;104,72
10/Feb/2023;EUR;5,16;62.998.146,00;324.965.652,22;103,16;104,84
09/Feb/2023;EUR;5,17;62.807.312,00;324.667.361,78;103,37;105,06
08/Feb/2023;EUR;5,16;62.678.164,00;323.567.491,57;103,24;104,96
07/Feb/2023;EUR;5,16;62.678.164,00;323.588.668,23;103,24;104,96
06/Feb/2023;EUR;5,16;62.678.164,00;323.716.371,70;103,28;105,00
03/Feb/2023;EUR;5,17;62.678.164,00;323.913.796,93;103,35;105,04
02/Feb/2023;EUR;5,16;62.678.164,00;323.159.126,10;103,11;104,79
01/Feb/2023;EUR;5,12;62.678.164,00;320.651.315,29;102,31;104,01
31/Jan/2023;EUR;5,11;62.678.164,00;320.228.083,31;102,17;103,88
30/Jan/2023;EUR;5,11;62.678.164,00;320.221.398,52;102,17;103,89
27/Jan/2023;EUR;5,11;62.618.164,00;320.251.373,62;102,28;103,96
26/Jan/2023;EUR;5,11;62.618.164,00;320.025.518,09;102,20;103,88
25/Jan/2023;EUR;5,11;62.618.164,00;319.696.405,12;102,10;103,80
24/Jan/2023;EUR;5,10;62.618.164,00;319.568.510,64;102,06;103,76
23/Jan/2023;EUR;5,10;62.618.164,00;319.508.346,00;102,04;103,74
20/Jan/2023;EUR;5,10;62.618.164,00;319.564.077,78;102,06;103,73
19/Jan/2023;EUR;5,11;62.618.164,00;319.881.524,96;102,16;103,83
18/Jan/2023;EUR;5,11;62.618.164,00;320.232.458,11;102,27;103,96
17/Jan/2023;EUR;5,10;62.513.265,00;318.870.770,10;102,01;103,69
16/Jan/2023;EUR;5,10;62.513.265,00;318.750.748,10;101,97;103,66
13/Jan/2023;EUR;5,09;62.513.265,00;318.368.983,58;101,85;103,50
12/Jan/2023;EUR;5,07;62.513.265,00;317.123.177,89;101,45;103,10
11/Jan/2023;EUR;5,06;62.453.278,00;315.714.422,11;101,09;102,76
10/Jan/2023;EUR;5,05;62.355.444,00;314.640.397,37;100,91;102,57
09/Jan/2023;EUR;5,04;62.355.444,00;314.566.806,46;100,88;102,54
06/Jan/2023;EUR;5,02;62.367.462,00;313.347.513,40;100,47;102,09
05/Jan/2023;EUR;5,02;63.083.664,00;316.583.233,51;100,36;101,98
04/Jan/2023;EUR;5,01;62.923.664,00;315.551.670,21;100,29;101,92
03/Jan/2023;EUR;4,99;62.505.833,00;312.007.468,23;99,82;101,44
30/Dec/2022;EUR;4,97;62.505.833,00;310.919.901,01;99,47;101,05
29/Dec/2022;EUR;4,97;62.415.833,00;310.381.024,58;99,45;101,01
28/Dec/2022;EUR;4,97;62.395.833,00;310.387.080,07;99,48;101,08
23/Dec/2022;EUR;4,98;62.395.833,00;310.424.259,13;99,49;101,03
22/Dec/2022;EUR;4,97;62.395.833,00;310.256.140,34;99,44;100,98
21/Dec/2022;EUR;4,96;62.395.833,00;309.767.793,47;99,28;100,86
20/Dec/2022;EUR;4,97;64.188.319,00;318.778.772,84;99,32;100,89
19/Dec/2022;EUR;4,98;64.108.319,00;319.391.758,65;99,63;101,20
16/Dec/2022;EUR;4,99;64.193.257,00;320.295.657,89;99,78;101,32
15/Dec/2022;EUR;5,02;64.193.257,00;322.451.349,61;100,45;102,00
14/Dec/2022;EUR;5,03;64.193.257,00;322.592.228,98;100,50;102,06
13/Dec/2022;EUR;5,02;64.193.257,00;322.017.154,92;100,32;101,87
12/Dec/2022;EUR;5,01;63.260.352,00;316.741.896,28;100,13;101,68
09/Dec/2022;EUR;5,01;63.260.352,00;316.880.725,92;100,17;101,70
08/Dec/2022;EUR;5,01;63.260.352,00;317.168.545,26;100,26;101,79
07/Dec/2022;EUR;5,02;62.792.508,00;315.196.037,91;100,38;101,93
06/Dec/2022;EUR;5,03;62.792.508,00;315.585.453,31;100,51;102,05
05/Dec/2022;EUR;5,03;62.792.508,00;315.769.729,70;100,57;102,10
02/Dec/2022;EUR;5,03;63.307.525,00;318.228.947,97;100,52;102,03
01/Dec/2022;EUR;5,02;63.307.525,00;317.982.206,91;100,45;101,95
30/Nov/2022;EUR;5,00;63.227.525,00;316.347.392,73;100,06;101,59
29/Nov/2022;EUR;5,01;63.316.692,00;316.979.925,37;100,11;101,64
28/Nov/2022;EUR;5,01;63.316.692,00;316.939.715,37;100,10;101,63
25/Nov/2022;EUR;5,01;63.316.692,00;316.925.563,00;100,10;101,59
24/Nov/2022;EUR;5,00;63.269.876,00;316.573.445,46;100,06;101,55
23/Nov/2022;EUR;4,98;63.304.876,00;315.028.710,55;99,52;101,03
22/Nov/2022;EUR;4,96;66.195.964,00;328.281.146,70;99,17;100,69
21/Nov/2022;EUR;4,95;66.195.964,00;327.662.921,86;98,99;100,50
18/Nov/2022;EUR;4,94;66.195.964,00;327.294.913,73;98,88;100,36
17/Nov/2022;EUR;4,94;66.195.964,00;327.126.081,07;98,83;100,30
16/Nov/2022;EUR;4,95;66.031.997,00;326.944.286,49;99,02;100,51
15/Nov/2022;EUR;4,96;65.945.602,00;327.032.093,35;99,17;100,67
14/Nov/2022;EUR;4,96;65.945.602,00;326.944.771,47;99,15;100,64
11/Nov/2022;EUR;4,95;65.651.421,00;325.080.449,98;99,02;100,48
10/Nov/2022;EUR;4,91;65.651.421,00;322.117.365,40;98,12;99,56
09/Nov/2022;EUR;4,88;65.601.421,00;320.151.869,80;97,60;99,05
08/Nov/2022;EUR;4,88;65.601.421,00;319.848.619,25;97,50;98,95
07/Nov/2022;EUR;4,86;65.601.421,00;319.031.637,55;97,25;98,69
04/Nov/2022;EUR;4,84;65.601.421,00;317.721.306,69;96,85;98,25
03/Nov/2022;EUR;4,83;65.601.421,00;317.041.479,94;96,65;98,03
02/Nov/2022;EUR;4,86;65.353.575,00;317.293.845,78;97,09;98,51
01/Nov/2022;EUR;4,86;65.271.722,00;317.048.676,91;97,14;98,55
31/Oct/2022;EUR;4,84;65.271.722,00;315.754.785,81;96,74;98,15
28/Oct/2022;EUR;4,82;65.271.722,00;314.420.886,46;96,33;97,72
27/Oct/2022;EUR;4,81;65.271.722,00;313.809.131,88;96,14;97,52
26/Oct/2022;EUR;4,79;65.366.238,00;312.866.345,67;95,72;97,11
25/Oct/2022;EUR;4,77;65.326.238,00;311.400.602,18;95,33;96,71
24/Oct/2022;EUR;4,75;65.326.238,00;310.321.890,75;95,00;96,38
21/Oct/2022;EUR;4,74;65.326.238,00;309.560.087,06;94,76;96,12
20/Oct/2022;EUR;4,75;65.326.238,00;310.547.753,07;95,07;96,42
19/Oct/2022;EUR;4,77;65.451.256,00;311.915.519,52;95,30;96,66
18/Oct/2022;EUR;4,77;65.151.256,00;310.511.823,52;95,31;96,69
17/Oct/2022;EUR;4,75;65.151.256,00;309.204.903,11;94,91;96,28
14/Oct/2022;EUR;4,74;64.923.415,00;307.630.465,92;94,76;96,10
13/Oct/2022;EUR;4,72;64.923.415,00;306.720.602,65;94,48;95,81
12/Oct/2022;EUR;4,73;65.458.409,00;309.645.279,18;94,60;95,95
11/Oct/2022;EUR;4,74;65.458.409,00;310.544.765,07;94,87;96,23
10/Oct/2022;EUR;4,76;65.458.409,00;311.808.738,14;95,26;96,63
07/Oct/2022;EUR;4,79;65.458.409,00;313.274.280,11;95,71;97,06
06/Oct/2022;EUR;4,80;65.458.409,00;314.373.037,54;96,04;97,40
05/Oct/2022;EUR;4,81;65.458.409,00;314.826.513,52;96,18;97,56
04/Oct/2022;EUR;4,80;65.568.427,00;314.836.030,59;96,02;97,40
03/Oct/2022;EUR;4,75;65.568.427,00;311.437.710,22;94,99;96,34
30/Sept/2022;EUR;4,75;65.568.427,00;311.480.855,94;95,00;96,33
29/Sept/2022;EUR;4,74;65.706.024,00;311.743.438,63;94,88;96,21
28/Sept/2022;EUR;4,76;65.706.024,00;313.012.079,41;95,27;96,62
27/Sept/2022;EUR;4,80;65.786.688,00;315.960.271,26;96,05;97,40
26/Sept/2022;EUR;4,80;65.806.688,00;316.178.073,41;96,08;97,44
23/Sept/2022;EUR;4,84;65.806.688,00;318.787.160,20;96,88;98,22
22/Sept/2022;EUR;4,86;65.806.688,00;320.008.714,37;97,25;98,59
21/Sept/2022;EUR;4,87;65.806.688,00;320.554.687,08;97,41;98,78
20/Sept/2022;EUR;4,89;63.088.902,00;308.290.581,45;97,72;99,10
16/Sept/2022;EUR;4,90;65.704.561,00;322.063.158,41;98,02;99,37
15/Sept/2022;EUR;4,93;65.704.561,00;323.687.887,78;98,52;99,87
14/Sept/2022;EUR;4,93;65.704.561,00;323.755.467,29;98,54;99,92
13/Sept/2022;EUR;4,95;60.476.819,00;299.424.145,42;99,01;100,40
12/Sept/2022;EUR;4,95;60.606.838,00;300.284.362,05;99,08;100,48
09/Sept/2022;EUR;4,93;60.756.857,00;299.642.286,20;98,63;99,99
08/Sept/2022;EUR;4,92;60.756.857,00;298.784.844,47;98,34;99,70
07/Sept/2022;EUR;4,90;60.756.857,00;297.802.693,64;98,02;99,39
06/Sept/2022;EUR;4,89;60.756.857,00;297.325.929,82;97,86;99,23
05/Sept/2022;EUR;4,89;60.906.876,00;297.544.374,19;97,69;99,06
02/Sept/2022;EUR;4,91;60.906.876,00;298.791.611,96;98,10;99,45
01/Sept/2022;EUR;4,90;60.906.876,00;298.644.023,59;98,06;99,40
31/Aug/2022;EUR;4,94;58.645.703,00;289.493.485,39;98,72;100,10
30/Aug/2022;EUR;4,97;58.645.703,00;291.215.749,22;99,30;100,72
26/Aug/2022;EUR;4,99;58.645.703,00;292.913.873,05;99,88;101,26
25/Aug/2022;EUR;4,99;58.746.378,00;293.267.368,87;99,83;101,21
24/Aug/2022;EUR;4,98;60.932.107,00;303.411.389,50;99,58;100,98
23/Aug/2022;EUR;4,98;60.932.107,00;303.398.891,12;99,58;100,98
22/Aug/2022;EUR;5,00;61.794.519,00;308.678.273,12;99,89;101,30
19/Aug/2022;EUR;5,03;61.794.519,00;310.625.483,96;100,52;101,91
18/Aug/2022;EUR;5,04;61.794.519,00;311.543.578,28;100,82;102,22
17/Aug/2022;EUR;5,06;61.794.519,00;312.550.654,76;101,15;102,57
16/Aug/2022;EUR;5,08;61.794.519,00;313.875.430,58;101,58;103,01
15/Aug/2022;EUR;5,08;61.876.311,00;314.361.427,14;101,60;103,03
12/Aug/2022;EUR;5,07;61.996.312,00;314.551.320,36;101,46;102,87
11/Aug/2022;EUR;5,06;61.996.312,00;313.875.784,14;101,25;102,65
10/Aug/2022;EUR;5,05;61.996.312,00;312.787.071,00;100,89;102,30
09/Aug/2022;EUR;5,05;61.996.312,00;312.872.954,80;100,92;102,33
08/Aug/2022;EUR;5,04;62.010.312,00;312.607.878,55;100,81;102,21
05/Aug/2022;EUR;5,03;62.010.312,00;312.171.896,02;100,67;102,05
04/Aug/2022;EUR;5,03;62.010.312,00;311.759.574,83;100,54;101,91
03/Aug/2022;EUR;5,01;61.882.439,00;309.881.929,84;100,14;101,52
02/Aug/2022;EUR;5,00;62.813.335,00;314.284.785,62;100,06;101,44
01/Aug/2022;EUR;5,00;64.278.779,00;321.342.414,74;99,97;101,35
29/Jul/2022;EUR;4,98;64.278.779,00;320.114.470,12;99,59;100,94
28/Jul/2022;EUR;4,96;64.278.779,00;318.740.146,97;99,16;100,52
27/Jul/2022;EUR;4,94;64.278.779,00;317.850.902,75;98,89;100,25
26/Jul/2022;EUR;4,95;63.587.531,00;314.571.708,76;98,93;100,30
25/Jul/2022;EUR;4,94;63.520.208,00;314.016.812,74;98,86;100,23
22/Jul/2022;EUR;4,92;65.150.202,00;320.291.392,11;98,31;99,65
21/Jul/2022;EUR;4,89;65.150.202,00;318.698.797,01;97,82;99,16
20/Jul/2022;EUR;4,88;65.150.202,00;317.866.542,80;97,57;98,92
19/Jul/2022;EUR;4,82;67.150.221,00;323.990.518,46;96,49;97,82
18/Jul/2022;EUR;4,81;67.150.221,00;322.981.369,84;96,19;97,52
15/Jul/2022;EUR;4,80;67.150.221,00;322.288.952,96;95,98;97,29
14/Jul/2022;EUR;4,80;68.050.221,00;326.727.046,03;96,02;97,31
13/Jul/2022;EUR;4,81;68.050.221,00;327.095.518,76;96,12;97,45
12/Jul/2022;EUR;4,80;68.050.221,00;326.837.327,01;96,05;97,37
11/Jul/2022;EUR;4,80;68.050.221,00;326.496.845,09;95,95;97,26
08/Jul/2022;EUR;4,79;68.146.616,00;326.173.412,32;95,72;97,00
07/Jul/2022;EUR;4,77;66.730.616,00;318.017.883,27;95,30;96,58
06/Jul/2022;EUR;4,75;66.730.616,00;317.281.275,13;95,08;96,38
05/Jul/2022;EUR;4,76;66.730.616,00;317.801.363,14;95,24;96,53
04/Jul/2022;EUR;4,76;66.730.616,00;317.696.053,18;95,21;96,49
01/Jul/2022;EUR;4,76;66.730.616,00;317.964.796,28;95,29;96,55
30/Jun/2022;EUR;4,77;66.730.616,00;318.109.858,82;95,33;96,59
29/Jun/2022;EUR;4,81;66.730.616,00;320.642.749,89;96,09;97,38
28/Jun/2022;EUR;4,83;66.329.362,00;320.220.777,07;96,54;97,83
27/Jun/2022;EUR;4,84;66.329.362,00;320.808.838,13;96,72;98,01
24/Jun/2022;EUR;4,84;66.329.362,00;320.953.828,44;96,77;98,03
23/Jun/2022;EUR;4,85;66.329.362,00;321.541.016,44;96,94;98,21
22/Jun/2022;EUR;4,85;66.029.362,00;320.400.009,22;97,04;98,32
21/Jun/2022;EUR;4,86;67.029.362,00;325.653.289,50;97,16;98,44
20/Jun/2022;EUR;4,85;67.029.362,00;325.407.287,55;97,08;98,36
17/Jun/2022;EUR;4,86;67.029.362,00;325.670.332,72;97,16;98,41
16/Jun/2022;EUR;4,87;67.029.362,00;326.658.669,61;97,46;98,71
15/Jun/2022;EUR;4,90;66.921.441,00;327.758.829,48;97,94;99,23
14/Jun/2022;EUR;4,90;66.921.441,00;327.788.905,46;97,95;99,23
13/Jun/2022;EUR;4,93;66.921.441,00;329.852.698,05;98,57;99,85
10/Jun/2022;EUR;5,01;66.921.441,00;335.269.373,07;100,19;101,47
09/Jun/2022;EUR;5,05;66.921.441,00;337.958.953,36;100,99;102,29
08/Jun/2022;EUR;5,07;63.320.923,00;321.051.595,32;101,39;102,71
07/Jun/2022;EUR;5,07;63.320.923,00;321.309.190,62;101,48;102,79
06/Jun/2022;EUR;5,08;67.141.975,00;340.919.916,02;101,54;102,86
