As Of;Currency;NAV
31/Aug/2009;EUR;176,13
28/Aug/2009;EUR;175,58
27/Aug/2009;EUR;175,59
26/Aug/2009;EUR;176,15
25/Aug/2009;EUR;175,62
24/Aug/2009;EUR;175,17
21/Aug/2009;EUR;175,05
20/Aug/2009;EUR;175,37
19/Aug/2009;EUR;175,36
18/Aug/2009;EUR;175,23
17/Aug/2009;EUR;175,06
14/Aug/2009;EUR;174,88
13/Aug/2009;EUR;174,02
12/Aug/2009;EUR;173,86
11/Aug/2009;EUR;173,80
10/Aug/2009;EUR;173,68
07/Aug/2009;EUR;172,97
06/Aug/2009;EUR;173,64
05/Aug/2009;EUR;173,96
04/Aug/2009;EUR;173,43
03/Aug/2009;EUR;173,22
31/Jul/2009;EUR;173,91
30/Jul/2009;EUR;172,37
29/Jul/2009;EUR;172,17
28/Jul/2009;EUR;172,24
27/Jul/2009;EUR;171,60
24/Jul/2009;EUR;171,33
23/Jul/2009;EUR;170,98
22/Jul/2009;EUR;171,49
21/Jul/2009;EUR;171,61
20/Jul/2009;EUR;171,51
17/Jul/2009;EUR;171,42
16/Jul/2009;EUR;171,65
15/Jul/2009;EUR;171,35
14/Jul/2009;EUR;171,37
13/Jul/2009;EUR;171,79
10/Jul/2009;EUR;171,98
09/Jul/2009;EUR;172,11
08/Jul/2009;EUR;172,14
07/Jul/2009;EUR;172,06
06/Jul/2009;EUR;172,38
03/Jul/2009;EUR;172,38
02/Jul/2009;EUR;172,36
01/Jul/2009;EUR;171,62
30/Jun/2009;EUR;171,49
29/Jun/2009;EUR;170,95
26/Jun/2009;EUR;170,97
25/Jun/2009;EUR;170,49
24/Jun/2009;EUR;169,92
23/Jun/2009;EUR;169,61
22/Jun/2009;EUR;170,12
19/Jun/2009;EUR;170,08
18/Jun/2009;EUR;169,23
17/Jun/2009;EUR;169,48
16/Jun/2009;EUR;169,08
15/Jun/2009;EUR;169,87
12/Jun/2009;EUR;169,49
11/Jun/2009;EUR;169,30
10/Jun/2009;EUR;169,57
09/Jun/2009;EUR;169,71
08/Jun/2009;EUR;169,26
05/Jun/2009;EUR;168,26
04/Jun/2009;EUR;168,79
03/Jun/2009;EUR;170,29
02/Jun/2009;EUR;169,71
01/Jun/2009;EUR;169,67
29/May/2009;EUR;170,54
28/May/2009;EUR;170,09
27/May/2009;EUR;170,46
26/May/2009;EUR;170,82
25/May/2009;EUR;170,95
22/May/2009;EUR;171,53
21/May/2009;EUR;171,81
20/May/2009;EUR;171,86
19/May/2009;EUR;171,17
18/May/2009;EUR;171,06
15/May/2009;EUR;169,86
14/May/2009;EUR;169,81
13/May/2009;EUR;169,48
12/May/2009;EUR;169,05
11/May/2009;EUR;169,45
08/May/2009;EUR;169,10
07/May/2009;EUR;169,52
06/May/2009;EUR;169,81
05/May/2009;EUR;169,74
04/May/2009;EUR;169,27
01/May/2009;EUR;169,19
30/Apr/2009;EUR;169,22
29/Apr/2009;EUR;169,06
28/Apr/2009;EUR;168,74
27/Apr/2009;EUR;168,66
24/Apr/2009;EUR;168,53
23/Apr/2009;EUR;167,89
22/Apr/2009;EUR;167,53
21/Apr/2009;EUR;168,21
20/Apr/2009;EUR;168,29
17/Apr/2009;EUR;166,89
16/Apr/2009;EUR;167,69
15/Apr/2009;EUR;167,75
14/Apr/2009;EUR;167,54
09/Apr/2009;EUR;166,92
08/Apr/2009;EUR;167,01
07/Apr/2009;EUR;166,80
06/Apr/2009;EUR;167,11
03/Apr/2009;EUR;166,21
02/Apr/2009;EUR;165,99
01/Apr/2009;EUR;166,61
31/Mar/2009;EUR;166,31
30/Mar/2009;EUR;165,73
27/Mar/2009;EUR;166,82
26/Mar/2009;EUR;165,87
25/Mar/2009;EUR;165,89
24/Mar/2009;EUR;165,66
23/Mar/2009;EUR;166,39
20/Mar/2009;EUR;166,78
19/Mar/2009;EUR;165,58
18/Mar/2009;EUR;163,77
17/Mar/2009;EUR;163,72
16/Mar/2009;EUR;164,41
13/Mar/2009;EUR;164,42
12/Mar/2009;EUR;164,25
11/Mar/2009;EUR;163,28
10/Mar/2009;EUR;163,54
09/Mar/2009;EUR;163,68
06/Mar/2009;EUR;164,21
05/Mar/2009;EUR;163,44
04/Mar/2009;EUR;162,93
03/Mar/2009;EUR;163,26
02/Mar/2009;EUR;163,05
27/Feb/2009;EUR;162,25
26/Feb/2009;EUR;161,28
25/Feb/2009;EUR;162,45
24/Feb/2009;EUR;162,11
23/Feb/2009;EUR;162,45
20/Feb/2009;EUR;162,62
19/Feb/2009;EUR;162,74
18/Feb/2009;EUR;163,48
17/Feb/2009;EUR;164,62
16/Feb/2009;EUR;164,87
13/Feb/2009;EUR;164,86
12/Feb/2009;EUR;165,08
11/Feb/2009;EUR;164,46
10/Feb/2009;EUR;163,90
09/Feb/2009;EUR;163,77
06/Feb/2009;EUR;164,73
05/Feb/2009;EUR;164,90
04/Feb/2009;EUR;165,04
03/Feb/2009;EUR;165,10
02/Feb/2009;EUR;165,47
30/Jan/2009;EUR;164,46
29/Jan/2009;EUR;164,75
28/Jan/2009;EUR;163,32
27/Jan/2009;EUR;161,71
26/Jan/2009;EUR;160,40
23/Jan/2009;EUR;160,85
22/Jan/2009;EUR;162,80
21/Jan/2009;EUR;164,60
20/Jan/2009;EUR;164,79
19/Jan/2009;EUR;164,96
16/Jan/2009;EUR;164,80
15/Jan/2009;EUR;165,73
14/Jan/2009;EUR;166,17
13/Jan/2009;EUR;166,88
12/Jan/2009;EUR;167,90
09/Jan/2009;EUR;167,46
08/Jan/2009;EUR;165,44
07/Jan/2009;EUR;163,13
06/Jan/2009;EUR;163,38
05/Jan/2009;EUR;165,03
02/Jan/2009;EUR;164,96
31/Dec/2008;EUR;165,34
30/Dec/2008;EUR;165,34
29/Dec/2008;EUR;165,86
24/Dec/2008;EUR;165,26
23/Dec/2008;EUR;165,26
22/Dec/2008;EUR;165,48
19/Dec/2008;EUR;164,65
18/Dec/2008;EUR;166,39
17/Dec/2008;EUR;166,59
16/Dec/2008;EUR;164,58
15/Dec/2008;EUR;163,67
12/Dec/2008;EUR;163,04
11/Dec/2008;EUR;162,81
10/Dec/2008;EUR;161,94
09/Dec/2008;EUR;161,36
08/Dec/2008;EUR;161,83
05/Dec/2008;EUR;163,27
04/Dec/2008;EUR;163,26
03/Dec/2008;EUR;163,84
02/Dec/2008;EUR;160,97
01/Dec/2008;EUR;159,19
28/Nov/2008;EUR;157,68
27/Nov/2008;EUR;157,52
26/Nov/2008;EUR;157,48
25/Nov/2008;EUR;157,82
24/Nov/2008;EUR;157,93
21/Nov/2008;EUR;159,98
20/Nov/2008;EUR;161,46
19/Nov/2008;EUR;160,41
18/Nov/2008;EUR;159,17
17/Nov/2008;EUR;158,65
14/Nov/2008;EUR;158,19
13/Nov/2008;EUR;157,32
12/Nov/2008;EUR;158,30
11/Nov/2008;EUR;158,38
10/Nov/2008;EUR;158,73
07/Nov/2008;EUR;158,30
06/Nov/2008;EUR;158,21
05/Nov/2008;EUR;157,15
04/Nov/2008;EUR;156,25
03/Nov/2008;EUR;156,41
31/Oct/2008;EUR;155,51
30/Oct/2008;EUR;158,25
29/Oct/2008;EUR;157,36
28/Oct/2008;EUR;158,61
27/Oct/2008;EUR;161,05
24/Oct/2008;EUR;161,45
23/Oct/2008;EUR;161,69
22/Oct/2008;EUR;161,66
21/Oct/2008;EUR;159,82
20/Oct/2008;EUR;159,23
17/Oct/2008;EUR;159,05
16/Oct/2008;EUR;159,64
15/Oct/2008;EUR;160,19
14/Oct/2008;EUR;160,43
13/Oct/2008;EUR;160,52
10/Oct/2008;EUR;159,99
09/Oct/2008;EUR;163,44
08/Oct/2008;EUR;164,40
07/Oct/2008;EUR;165,15
06/Oct/2008;EUR;165,35
03/Oct/2008;EUR;164,46
02/Oct/2008;EUR;164,51
01/Oct/2008;EUR;164,55
30/Sept/2008;EUR;164,73
29/Sept/2008;EUR;165,55
26/Sept/2008;EUR;165,04
25/Sept/2008;EUR;164,15
24/Sept/2008;EUR;164,96
23/Sept/2008;EUR;164,00
22/Sept/2008;EUR;163,55
19/Sept/2008;EUR;163,49
18/Sept/2008;EUR;164,99
17/Sept/2008;EUR;165,47
16/Sept/2008;EUR;165,47
15/Sept/2008;EUR;165,23
12/Sept/2008;EUR;164,52
11/Sept/2008;EUR;165,95
10/Sept/2008;EUR;166,36
09/Sept/2008;EUR;166,48
08/Sept/2008;EUR;166,38
05/Sept/2008;EUR;167,05
04/Sept/2008;EUR;166,83
03/Sept/2008;EUR;165,90
02/Sept/2008;EUR;165,68
01/Sept/2008;EUR;166,29
29/Aug/2008;EUR;166,22
28/Aug/2008;EUR;166,34
27/Aug/2008;EUR;166,22
26/Aug/2008;EUR;167,27
25/Aug/2008;EUR;166,76
22/Aug/2008;EUR;166,76
21/Aug/2008;EUR;167,04
20/Aug/2008;EUR;167,37
19/Aug/2008;EUR;166,89
18/Aug/2008;EUR;167,23
15/Aug/2008;EUR;166,93
14/Aug/2008;EUR;166,71
13/Aug/2008;EUR;166,72
12/Aug/2008;EUR;166,27
11/Aug/2008;EUR;165,84
08/Aug/2008;EUR;165,83
07/Aug/2008;EUR;166,15
06/Aug/2008;EUR;165,29
05/Aug/2008;EUR;165,60
04/Aug/2008;EUR;165,67
01/Aug/2008;EUR;165,14
31/Jul/2008;EUR;164,82
30/Jul/2008;EUR;164,12
29/Jul/2008;EUR;163,62
28/Jul/2008;EUR;163,67
25/Jul/2008;EUR;162,73
24/Jul/2008;EUR;163,52
23/Jul/2008;EUR;162,70
22/Jul/2008;EUR;162,98
21/Jul/2008;EUR;163,00
18/Jul/2008;EUR;163,19
17/Jul/2008;EUR;164,11
16/Jul/2008;EUR;164,05
15/Jul/2008;EUR;164,81
14/Jul/2008;EUR;166,00
11/Jul/2008;EUR;165,62
10/Jul/2008;EUR;165,26
09/Jul/2008;EUR;164,84
08/Jul/2008;EUR;164,40
07/Jul/2008;EUR;165,30
04/Jul/2008;EUR;165,35
03/Jul/2008;EUR;164,98
02/Jul/2008;EUR;164,09
01/Jul/2008;EUR;163,81
30/Jun/2008;EUR;163,74
27/Jun/2008;EUR;163,56
26/Jun/2008;EUR;163,34
25/Jun/2008;EUR;162,43
24/Jun/2008;EUR;162,38
23/Jun/2008;EUR;162,37
20/Jun/2008;EUR;162,04
19/Jun/2008;EUR;161,39
18/Jun/2008;EUR;161,90
17/Jun/2008;EUR;161,54
16/Jun/2008;EUR;161,49
13/Jun/2008;EUR;160,82
12/Jun/2008;EUR;161,18
11/Jun/2008;EUR;161,94
10/Jun/2008;EUR;162,69
09/Jun/2008;EUR;163,01
06/Jun/2008;EUR;163,50
05/Jun/2008;EUR;162,31
04/Jun/2008;EUR;162,88
03/Jun/2008;EUR;162,72
02/Jun/2008;EUR;164,10
30/May/2008;EUR;163,79
29/May/2008;EUR;163,24
28/May/2008;EUR;163,68
27/May/2008;EUR;163,61
23/May/2008;EUR;163,64
22/May/2008;EUR;163,23
21/May/2008;EUR;163,33
20/May/2008;EUR;163,84
19/May/2008;EUR;163,37
16/May/2008;EUR;164,08
15/May/2008;EUR;163,21
14/May/2008;EUR;163,60
13/May/2008;EUR;164,41
12/May/2008;EUR;165,29
09/May/2008;EUR;165,76
08/May/2008;EUR;165,20
07/May/2008;EUR;163,97
06/May/2008;EUR;164,12
05/May/2008;EUR;162,89
02/May/2008;EUR;162,89
30/Apr/2008;EUR;163,65
29/Apr/2008;EUR;163,16
28/Apr/2008;EUR;162,55
25/Apr/2008;EUR;162,89
24/Apr/2008;EUR;162,52
23/Apr/2008;EUR;162,95
22/Apr/2008;EUR;162,67
21/Apr/2008;EUR;162,95
18/Apr/2008;EUR;162,34
17/Apr/2008;EUR;162,53
16/Apr/2008;EUR;162,95
15/Apr/2008;EUR;163,96
14/Apr/2008;EUR;164,55
11/Apr/2008;EUR;164,56
10/Apr/2008;EUR;163,69
09/Apr/2008;EUR;163,29
08/Apr/2008;EUR;163,10
07/Apr/2008;EUR;163,39
04/Apr/2008;EUR;163,83
03/Apr/2008;EUR;163,41
02/Apr/2008;EUR;163,55
01/Apr/2008;EUR;163,69
31/Mar/2008;EUR;164,42
28/Mar/2008;EUR;163,44
27/Mar/2008;EUR;162,92
26/Mar/2008;EUR;163,19
25/Mar/2008;EUR;163,63
20/Mar/2008;EUR;164,90
19/Mar/2008;EUR;165,14
18/Mar/2008;EUR;164,88
17/Mar/2008;EUR;165,32
14/Mar/2008;EUR;165,64
13/Mar/2008;EUR;165,78
12/Mar/2008;EUR;165,82
11/Mar/2008;EUR;165,61
10/Mar/2008;EUR;166,07
07/Mar/2008;EUR;165,27
06/Mar/2008;EUR;165,44
05/Mar/2008;EUR;164,84
04/Mar/2008;EUR;165,89
03/Mar/2008;EUR;166,07
29/Feb/2008;EUR;165,70
28/Feb/2008;EUR;164,55
27/Feb/2008;EUR;163,47
26/Feb/2008;EUR;163,35
25/Feb/2008;EUR;163,49
22/Feb/2008;EUR;164,15
21/Feb/2008;EUR;164,23
20/Feb/2008;EUR;164,25
19/Feb/2008;EUR;164,34
18/Feb/2008;EUR;163,47
15/Feb/2008;EUR;164,08
14/Feb/2008;EUR;163,68
13/Feb/2008;EUR;163,93
12/Feb/2008;EUR;163,55
11/Feb/2008;EUR;164,94
08/Feb/2008;EUR;164,61
07/Feb/2008;EUR;164,49
06/Feb/2008;EUR;164,14
05/Feb/2008;EUR;164,72
04/Feb/2008;EUR;163,72
01/Feb/2008;EUR;164,31
31/Jan/2008;EUR;164,10
30/Jan/2008;EUR;162,67
29/Jan/2008;EUR;162,61
28/Jan/2008;EUR;163,15
25/Jan/2008;EUR;162,91
24/Jan/2008;EUR;162,25
23/Jan/2008;EUR;163,48
22/Jan/2008;EUR;162,16
21/Jan/2008;EUR;163,74
18/Jan/2008;EUR;163,54
17/Jan/2008;EUR;163,60
16/Jan/2008;EUR;163,55
15/Jan/2008;EUR;162,91
14/Jan/2008;EUR;162,32
11/Jan/2008;EUR;161,79
10/Jan/2008;EUR;161,62
09/Jan/2008;EUR;161,88
08/Jan/2008;EUR;161,18
07/Jan/2008;EUR;161,75
04/Jan/2008;EUR;161,91
03/Jan/2008;EUR;161,43
02/Jan/2008;EUR;159,79
28/Dec/2007;EUR;159,65
27/Dec/2007;EUR;159,33
24/Dec/2007;EUR;159,65
21/Dec/2007;EUR;159,58
20/Dec/2007;EUR;160,40
19/Dec/2007;EUR;159,80
18/Dec/2007;EUR;159,88
17/Dec/2007;EUR;159,71
14/Dec/2007;EUR;159,49
13/Dec/2007;EUR;159,71
12/Dec/2007;EUR;159,20
11/Dec/2007;EUR;159,81
10/Dec/2007;EUR;159,26
07/Dec/2007;EUR;159,89
06/Dec/2007;EUR;161,16
05/Dec/2007;EUR;161,40
04/Dec/2007;EUR;161,63
03/Dec/2007;EUR;161,24
30/Nov/2007;EUR;160,59
29/Nov/2007;EUR;161,16
28/Nov/2007;EUR;160,70
27/Nov/2007;EUR;161,66
26/Nov/2007;EUR;161,62
23/Nov/2007;EUR;161,40
22/Nov/2007;EUR;161,57
21/Nov/2007;EUR;161,68
20/Nov/2007;EUR;161,09
19/Nov/2007;EUR;161,79
16/Nov/2007;EUR;161,11
15/Nov/2007;EUR;161,00
14/Nov/2007;EUR;160,86
13/Nov/2007;EUR;161,02
12/Nov/2007;EUR;161,17
09/Nov/2007;EUR;161,36
08/Nov/2007;EUR;161,01
07/Nov/2007;EUR;161,00
06/Nov/2007;EUR;160,51
05/Nov/2007;EUR;160,30
02/Nov/2007;EUR;160,18
01/Nov/2007;EUR;159,46
31/Oct/2007;EUR;159,01
30/Oct/2007;EUR;159,30
29/Oct/2007;EUR;159,40
26/Oct/2007;EUR;159,20
25/Oct/2007;EUR;159,37
24/Oct/2007;EUR;159,51
23/Oct/2007;EUR;158,77
22/Oct/2007;EUR;158,97
19/Oct/2007;EUR;158,51
18/Oct/2007;EUR;157,28
17/Oct/2007;EUR;156,65
16/Oct/2007;EUR;155,91
15/Oct/2007;EUR;156,06
12/Oct/2007;EUR;156,14
11/Oct/2007;EUR;156,71
10/Oct/2007;EUR;156,98
09/Oct/2007;EUR;157,49
08/Oct/2007;EUR;157,11
05/Oct/2007;EUR;157,20
04/Oct/2007;EUR;157,67
03/Oct/2007;EUR;157,24
02/Oct/2007;EUR;157,06
01/Oct/2007;EUR;157,05
28/Sept/2007;EUR;157,00
27/Sept/2007;EUR;156,29
26/Sept/2007;EUR;155,89
25/Sept/2007;EUR;156,32
24/Sept/2007;EUR;155,84
21/Sept/2007;EUR;156,11
20/Sept/2007;EUR;156,25
19/Sept/2007;EUR;156,46
18/Sept/2007;EUR;157,11
17/Sept/2007;EUR;157,62
14/Sept/2007;EUR;157,61
13/Sept/2007;EUR;157,64
12/Sept/2007;EUR;157,84
11/Sept/2007;EUR;158,01
10/Sept/2007;EUR;158,23
07/Sept/2007;EUR;157,68
06/Sept/2007;EUR;156,88
05/Sept/2007;EUR;156,83
04/Sept/2007;EUR;156,13
03/Sept/2007;EUR;156,32
31/Aug/2007;EUR;156,66
30/Aug/2007;EUR;156,47
29/Aug/2007;EUR;156,51
28/Aug/2007;EUR;156,65
24/Aug/2007;EUR;156,44
23/Aug/2007;EUR;156,33
22/Aug/2007;EUR;156,03
21/Aug/2007;EUR;156,46
20/Aug/2007;EUR;156,21
17/Aug/2007;EUR;156,32
16/Aug/2007;EUR;156,45
15/Aug/2007;EUR;155,70
14/Aug/2007;EUR;155,73
13/Aug/2007;EUR;155,46
10/Aug/2007;EUR;155,49
09/Aug/2007;EUR;155,18
08/Aug/2007;EUR;154,97
07/Aug/2007;EUR;155,61
06/Aug/2007;EUR;155,60
03/Aug/2007;EUR;156,02
02/Aug/2007;EUR;155,46
01/Aug/2007;EUR;155,81
31/Jul/2007;EUR;155,68
30/Jul/2007;EUR;155,74
27/Jul/2007;EUR;155,49
26/Jul/2007;EUR;155,72
25/Jul/2007;EUR;155,21
24/Jul/2007;EUR;154,84
23/Jul/2007;EUR;154,79
20/Jul/2007;EUR;154,76
19/Jul/2007;EUR;154,02
18/Jul/2007;EUR;153,85
17/Jul/2007;EUR;153,16
16/Jul/2007;EUR;153,56
13/Jul/2007;EUR;153,01
12/Jul/2007;EUR;153,06
11/Jul/2007;EUR;153,46
10/Jul/2007;EUR;153,54
09/Jul/2007;EUR;152,95
06/Jul/2007;EUR;152,73
05/Jul/2007;EUR;152,80
04/Jul/2007;EUR;153,01
03/Jul/2007;EUR;153,29
02/Jul/2007;EUR;153,86
29/Jun/2007;EUR;153,09
28/Jun/2007;EUR;153,20
27/Jun/2007;EUR;153,20
26/Jun/2007;EUR;152,81
25/Jun/2007;EUR;152,63
22/Jun/2007;EUR;152,31
21/Jun/2007;EUR;152,39
20/Jun/2007;EUR;152,35
19/Jun/2007;EUR;152,36
18/Jun/2007;EUR;151,96
15/Jun/2007;EUR;152,06
14/Jun/2007;EUR;152,46
13/Jun/2007;EUR;152,31
12/Jun/2007;EUR;152,41
11/Jun/2007;EUR;153,00
08/Jun/2007;EUR;152,96
07/Jun/2007;EUR;153,14
06/Jun/2007;EUR;153,94
05/Jun/2007;EUR;153,39
04/Jun/2007;EUR;153,86
01/Jun/2007;EUR;153,78
31/May/2007;EUR;154,29
30/May/2007;EUR;154,50
29/May/2007;EUR;154,26
25/May/2007;EUR;154,36
24/May/2007;EUR;154,38
23/May/2007;EUR;154,30
22/May/2007;EUR;154,40
21/May/2007;EUR;154,38
18/May/2007;EUR;154,57
17/May/2007;EUR;154,37
16/May/2007;EUR;154,43
15/May/2007;EUR;154,25
14/May/2007;EUR;154,51
11/May/2007;EUR;155,32
10/May/2007;EUR;155,20
09/May/2007;EUR;155,34
08/May/2007;EUR;155,46
07/May/2007;EUR;155,34
04/May/2007;EUR;155,46
03/May/2007;EUR;154,99
02/May/2007;EUR;155,23
01/May/2007;EUR;155,93
30/Apr/2007;EUR;155,94
27/Apr/2007;EUR;155,04
26/Apr/2007;EUR;154,95
25/Apr/2007;EUR;155,26
24/Apr/2007;EUR;155,45
23/Apr/2007;EUR;155,30
20/Apr/2007;EUR;154,81
19/Apr/2007;EUR;154,84
18/Apr/2007;EUR;155,28
17/Apr/2007;EUR;155,03
16/Apr/2007;EUR;154,52
13/Apr/2007;EUR;154,14
12/Apr/2007;EUR;154,80
11/Apr/2007;EUR;155,18
10/Apr/2007;EUR;155,32
05/Apr/2007;EUR;155,69
04/Apr/2007;EUR;155,96
03/Apr/2007;EUR;155,47
02/Apr/2007;EUR;155,89
30/Mar/2007;EUR;155,99
29/Mar/2007;EUR;155,85
28/Mar/2007;EUR;156,28
27/Mar/2007;EUR;156,14
26/Mar/2007;EUR;156,50
23/Mar/2007;EUR;156,37
22/Mar/2007;EUR;156,76
21/Mar/2007;EUR;157,08
20/Mar/2007;EUR;157,16
19/Mar/2007;EUR;156,98
16/Mar/2007;EUR;157,23
15/Mar/2007;EUR;157,22
14/Mar/2007;EUR;157,48
13/Mar/2007;EUR;157,37
12/Mar/2007;EUR;157,03
09/Mar/2007;EUR;156,97
08/Mar/2007;EUR;157,38
07/Mar/2007;EUR;157,52
06/Mar/2007;EUR;157,69
05/Mar/2007;EUR;157,75
02/Mar/2007;EUR;157,60
01/Mar/2007;EUR;157,57
28/Feb/2007;EUR;157,36
27/Feb/2007;EUR;157,42
26/Feb/2007;EUR;157,06
23/Feb/2007;EUR;156,44
22/Feb/2007;EUR;155,90
21/Feb/2007;EUR;156,29
20/Feb/2007;EUR;156,04
19/Feb/2007;EUR;156,13
16/Feb/2007;EUR;156,29
15/Feb/2007;EUR;156,37
14/Feb/2007;EUR;155,77
13/Feb/2007;EUR;155,33
12/Feb/2007;EUR;155,61
09/Feb/2007;EUR;155,86
08/Feb/2007;EUR;156,31
07/Feb/2007;EUR;156,49
06/Feb/2007;EUR;156,36
05/Feb/2007;EUR;156,59
02/Feb/2007;EUR;156,24
01/Feb/2007;EUR;155,92
31/Jan/2007;EUR;155,88
30/Jan/2007;EUR;155,33
29/Jan/2007;EUR;155,37
26/Jan/2007;EUR;155,90
25/Jan/2007;EUR;155,95
24/Jan/2007;EUR;156,27
23/Jan/2007;EUR;156,51
22/Jan/2007;EUR;156,37
19/Jan/2007;EUR;155,68
18/Jan/2007;EUR;155,57
17/Jan/2007;EUR;155,85
16/Jan/2007;EUR;155,99
15/Jan/2007;EUR;155,63
12/Jan/2007;EUR;155,42
11/Jan/2007;EUR;155,96
10/Jan/2007;EUR;155,88
09/Jan/2007;EUR;155,98
08/Jan/2007;EUR;156,58
05/Jan/2007;EUR;156,42
04/Jan/2007;EUR;157,14
03/Jan/2007;EUR;157,17
02/Jan/2007;EUR;157,35
01/Jan/2007;EUR;157,19
29/Dec/2006;EUR;156,81
28/Dec/2006;EUR;156,81
27/Dec/2006;EUR;157,22
26/Dec/2006;EUR;158,09
25/Dec/2006;EUR;158,09
22/Dec/2006;EUR;158,09
21/Dec/2006;EUR;157,88
20/Dec/2006;EUR;158,14
19/Dec/2006;EUR;157,90
18/Dec/2006;EUR;158,10
15/Dec/2006;EUR;158,29
14/Dec/2006;EUR;158,63
13/Dec/2006;EUR;158,94
12/Dec/2006;EUR;158,74
11/Dec/2006;EUR;158,58
08/Dec/2006;EUR;159,04
07/Dec/2006;EUR;159,34
06/Dec/2006;EUR;159,57
05/Dec/2006;EUR;159,68
04/Dec/2006;EUR;160,04
01/Dec/2006;EUR;160,33
30/Nov/2006;EUR;160,18
29/Nov/2006;EUR;159,80
28/Nov/2006;EUR;160,17
27/Nov/2006;EUR;159,81
24/Nov/2006;EUR;160,03
23/Nov/2006;EUR;159,38
22/Nov/2006;EUR;159,73
21/Nov/2006;EUR;159,71
20/Nov/2006;EUR;159,78
17/Nov/2006;EUR;159,47
16/Nov/2006;EUR;159,21
15/Nov/2006;EUR;159,48
14/Nov/2006;EUR;159,63
13/Nov/2006;EUR;159,50
10/Nov/2006;EUR;160,04
09/Nov/2006;EUR;159,75
08/Nov/2006;EUR;159,36
07/Nov/2006;EUR;159,76
06/Nov/2006;EUR;158,92
03/Nov/2006;EUR;159,06
02/Nov/2006;EUR;159,27
01/Nov/2006;EUR;159,81
31/Oct/2006;EUR;159,18
30/Oct/2006;EUR;158,62
27/Oct/2006;EUR;158,39
26/Oct/2006;EUR;158,02
25/Oct/2006;EUR;157,38
24/Oct/2006;EUR;157,09
23/Oct/2006;EUR;156,87
20/Oct/2006;EUR;157,37
19/Oct/2006;EUR;157,27
18/Oct/2006;EUR;157,71
17/Oct/2006;EUR;158,05
16/Oct/2006;EUR;157,65
13/Oct/2006;EUR;157,89
12/Oct/2006;EUR;158,36
11/Oct/2006;EUR;158,39
10/Oct/2006;EUR;158,31
09/Oct/2006;EUR;158,95
06/Oct/2006;EUR;158,82
05/Oct/2006;EUR;159,05
04/Oct/2006;EUR;159,02
03/Oct/2006;EUR;158,66
02/Oct/2006;EUR;159,40
29/Sept/2006;EUR;158,66
28/Sept/2006;EUR;158,91
27/Sept/2006;EUR;159,04
26/Sept/2006;EUR;159,26
25/Sept/2006;EUR;158,93
22/Sept/2006;EUR;159,01
21/Sept/2006;EUR;158,11
20/Sept/2006;EUR;158,18
19/Sept/2006;EUR;158,44
18/Sept/2006;EUR;157,90
15/Sept/2006;EUR;158,62
14/Sept/2006;EUR;158,44
13/Sept/2006;EUR;158,18
12/Sept/2006;EUR;157,73
11/Sept/2006;EUR;158,07
08/Sept/2006;EUR;158,36
07/Sept/2006;EUR;157,91
06/Sept/2006;EUR;157,61
05/Sept/2006;EUR;158,16
04/Sept/2006;EUR;158,68
01/Sept/2006;EUR;158,93
31/Aug/2006;EUR;158,74
30/Aug/2006;EUR;158,42
29/Aug/2006;EUR;158,07
28/Aug/2006;EUR;158,37
25/Aug/2006;EUR;158,37
24/Aug/2006;EUR;158,06
23/Aug/2006;EUR;157,98
22/Aug/2006;EUR;158,29
21/Aug/2006;EUR;157,55
18/Aug/2006;EUR;157,09
17/Aug/2006;EUR;156,84
16/Aug/2006;EUR;156,77
15/Aug/2006;EUR;156,38
14/Aug/2006;EUR;156,25
11/Aug/2006;EUR;156,57
10/Aug/2006;EUR;157,30
09/Aug/2006;EUR;157,26
08/Aug/2006;EUR;157,38
07/Aug/2006;EUR;157,15
04/Aug/2006;EUR;156,98
03/Aug/2006;EUR;156,16
02/Aug/2006;EUR;156,38
01/Aug/2006;EUR;156,36
31/Jul/2006;EUR;156,49
28/Jul/2006;EUR;156,40
27/Jul/2006;EUR;155,97
26/Jul/2006;EUR;155,55
25/Jul/2006;EUR;155,82
24/Jul/2006;EUR;155,91
21/Jul/2006;EUR;156,13
20/Jul/2006;EUR;155,63
19/Jul/2006;EUR;155,64
18/Jul/2006;EUR;155,39
17/Jul/2006;EUR;155,66
14/Jul/2006;EUR;155,85
13/Jul/2006;EUR;155,14
12/Jul/2006;EUR;154,71
11/Jul/2006;EUR;155,33
10/Jul/2006;EUR;154,76
07/Jul/2006;EUR;155,10
06/Jul/2006;EUR;154,39
05/Jul/2006;EUR;154,13
04/Jul/2006;EUR;154,79
03/Jul/2006;EUR;154,59
30/Jun/2006;EUR;154,71
29/Jun/2006;EUR;154,50
28/Jun/2006;EUR;153,86
27/Jun/2006;EUR;153,74
26/Jun/2006;EUR;153,47
23/Jun/2006;EUR;153,51
22/Jun/2006;EUR;153,78
21/Jun/2006;EUR;154,33
20/Jun/2006;EUR;154,47
19/Jun/2006;EUR;154,81
16/Jun/2006;EUR;155,25
15/Jun/2006;EUR;154,90
14/Jun/2006;EUR;155,50
13/Jun/2006;EUR;155,81
12/Jun/2006;EUR;155,20
09/Jun/2006;EUR;154,89
08/Jun/2006;EUR;154,69
07/Jun/2006;EUR;154,08
06/Jun/2006;EUR;154,14
05/Jun/2006;EUR;154,56
02/Jun/2006;EUR;155,01
